Wall time,Step,Value
1694508154.9258924,1,-0.9583333134651184
1694508273.8906338,21,-0.926630437374115
1694508392.3874762,41,-0.9382022619247437
1694508510.6180615,61,-0.9726775884628296
1694508628.6611817,81,-0.9395604133605957
1694508746.5996535,101,-0.9588235020637512
1694508865.191052,121,-0.9352940917015076
1694508984.0049875,141,-0.9340659379959106
1694509102.7356076,161,-0.9615384340286255
1694509220.18799,181,-0.9615384340286255
1694509338.695521,201,-0.9289617538452148
1694509457.7543337,221,-0.9230769276618958
1694509577.2105296,241,-0.9320651888847351
1694509695.8852742,261,-0.9378530979156494
1694509814.984001,281,-0.9162161946296692
1694509933.102225,301,-0.9171270728111267
1694510051.6469615,321,-0.9289617538452148
1694510171.4750538,341,-0.9381720423698425
1694510290.6285834,361,-0.929729700088501
1694510410.4175956,381,-0.9405405521392822
1694510529.8404186,401,-0.89673912525177
1694510648.5446806,421,-0.9426229596138
1694510766.866109,441,-0.9780219793319702
1694510885.5427642,461,-0.948369562625885
1694511004.753221,481,-0.9562841653823853
1694511124.32372,501,-0.9784946441650391
1694511244.1098275,521,-0.9301075339317322
1694511363.6672478,541,-0.9590163826942444
1694511483.2417657,561,-0.9775280952453613
1694511603.634025,581,-0.9617646932601929
1694511723.323104,601,-0.9864130616188049
1694511842.665329,621,-0.9619565010070801
1694511961.0154684,641,-0.9752747416496277
1694512080.7641544,661,-0.9652406573295593
1694512200.7857382,681,-0.926630437374115
1694512320.1214359,701,-0.9462365508079529
1694512440.9612434,721,-0.9704301357269287
1694512561.2345192,741,-0.8864864706993103
1694512680.9749866,761,-0.9016393423080444
1694512801.9546776,781,-0.8903743028640747
1694512922.8011591,801,-0.9304812550544739
1694513043.5951736,821,-0.845108687877655
1694513164.033883,841,-0.9016393423080444
1694513284.2765787,861,-0.8913043737411499
1694513404.8134544,881,-0.754054069519043
1694513525.524764,901,-0.8915343880653381
1694513646.2784755,921,-0.8877005577087402
1694513766.7682161,941,-0.2526041567325592
1694513886.4417925,961,-0.22797927260398865
1694514007.0519414,981,-0.9315789341926575
1694514127.442105,1001,-0.828125
1694514248.8778577,1021,-0.6282722353935242
1694514368.6848903,1041,-0.421875
1694514489.1769187,1061,-0.2694300413131714
1694514609.9237576,1081,-0.6067708134651184
1694514730.4101005,1101,-0.7021276354789734
1694514851.20171,1121,0.03140096738934517
1694514971.7670596,1141,0.18627451360225677
1694515091.8490028,1161,-0.12121212482452393
1694515211.7116294,1181,0.05528846010565758
1694515332.601391,1201,0.02227722853422165
1694515453.4319317,1221,0.32107841968536377
1694515573.4116151,1241,0.2163461595773697
1694515693.463273,1261,0.35952380299568176
1694515813.221603,1281,0.3391089141368866
1694515932.6044102,1301,0.3108808398246765
1694516051.8598192,1321,0.3798076808452606
1694516172.2535434,1341,0.3276698887348175
1694516292.4343352,1361,0.3962264060974121
1694516412.6978698,1381,0.3283582031726837
1694516533.7374117,1401,0.1192893385887146
1694516653.3727813,1421,0.35576921701431274
1694516773.8132043,1441,0.04973822087049484
1694516893.4266136,1461,-0.0317460335791111
1694517013.4448457,1481,-0.06382978707551956
1694517133.2237058,1501,0.24504950642585754
1694517253.60457,1521,0.14898990094661713
1694517373.9807854,1541,0.1354166716337204
1694517493.3817892,1561,0.015706805512309074
1694517613.245623,1581,0.2601010203361511
1694517731.8799565,1601,-0.08695652335882187
1694517853.0940194,1621,0.09585492312908173
1694517973.9439032,1641,0.18020305037498474
1694518095.0590944,1661,0.16321243345737457
1694518214.8460712,1681,0.41911765933036804
1694518333.9293718,1701,0.48104265332221985
1694518454.1046288,1721,0.08021390438079834
1694518575.0089674,1741,0.6554622054100037
1694518695.6591923,1761,0.5480349063873291
1694518815.2886107,1781,0.86091548204422
1694518936.1049361,1801,0.3644067943096161
1694519057.1690607,1821,0.5889328122138977
1694519177.9370842,1841,0.5149572491645813
1694519298.607693,1861,0.14444445073604584
1694519418.3193128,1881,0.3959276080131531
1694519539.4900944,1901,0.9911660552024841
1694519659.7051706,1921,0.81640625
1694519780.2790787,1941,0.6193415522575378
1694519900.117936,1961,0.5224489569664001
1694520020.450485,1981,1.0416666269302368
1694520142.3303528,2001,1.0530725717544556
1694520262.5929394,2021,0.8452380895614624
1694520383.1330838,2041,1.124678611755371
1694520504.0425549,2061,0.828478991985321
1694520625.825889,2081,1.0742857456207275
1694520747.8836496,2101,1.1116389036178589
1694520866.920591,2121,0.9014084339141846
1694520987.8997447,2141,1.2822580337524414
1694521108.4232862,2161,0.9944444298744202
1694521230.5201728,2181,1.3274853229522705
1694521350.6792781,2201,1.3407708406448364
1694521472.1421218,2221,1.1583333015441895
1694521593.4935095,2241,0.7955182194709778
1694521714.4886682,2261,1.386404275894165
1694521835.9808354,2281,1.1809954643249512
1694521957.8341782,2301,1.1746724843978882
1694522079.2674649,2321,1.2304832935333252
1694522200.275432,2341,1.164370059967041
1694522319.9510057,2361,1.2848432064056396
1694522441.7794766,2381,1.443055510520935
1694522561.0825405,2401,1.1546052694320679
1694522682.48905,2421,1.3797169923782349
1694522803.756932,2441,1.3937984704971313
1694522925.0337446,2461,1.2592592239379883
1694523047.5782151,2481,1.3965762853622437
1694523167.7037246,2501,0.8916666507720947
1694523288.7661014,2521,1.12421715259552
1694523410.5031292,2541,1.3400321006774902
1694523531.3181825,2561,1.3207720518112183
1694523652.7262125,2581,1.3543689250946045
1694523775.3646889,2601,1.2581197023391724
