Wall time,Step,Value
1695734524.2169127,1,300.0
1695734642.3535218,21,300.0
1695734761.1899745,41,300.0
1695734879.993598,61,300.0
1695734998.9534519,81,300.0
1695735118.5273435,101,300.0
1695735237.764481,121,300.0
1695735356.9873347,141,300.0
1695735476.790431,161,299.71923828125
1695735596.2089307,181,300.0
1695735715.7052164,201,300.0
1695735835.0940728,221,300.0
1695735953.0550027,241,300.0
1695736073.0678625,261,300.0
1695736192.996205,281,300.0
1695736312.771192,301,300.0
1695736431.7957149,321,300.0
1695736550.5290473,341,300.0
1695736670.9107904,361,300.0
1695736790.570625,381,300.0
1695736909.211379,401,300.0
1695737028.8805466,421,299.2215270996094
1695737148.8630729,441,299.496826171875
1695737267.87648,461,297.6940002441406
1695737387.6592083,481,299.7066345214844
1695737507.3767934,501,299.6571350097656
1695737627.375148,521,298.2816467285156
1695737746.1964798,541,297.5377502441406
1695737865.6122875,561,298.43218994140625
1695737985.851168,581,291.3742370605469
1695738106.2690022,601,298.13751220703125
1695738226.5552776,621,295.0123596191406
1695738345.6546495,641,297.2563171386719
1695738465.9257548,661,291.7591552734375
1695738585.845273,681,296.15216064453125
1695738706.2090757,701,298.44549560546875
1695738825.3927355,721,293.5687561035156
1695738945.7198174,741,287.93353271484375
1695739064.98208,761,285.52410888671875
1695739184.6033034,781,288.052001953125
1695739304.5461993,801,295.7608642578125
1695739424.4598954,821,292.7815246582031
1695739542.9440804,841,287.8092346191406
1695739662.1448069,861,298.9090881347656
1695739782.2024887,881,295.043212890625
1695739901.9291902,901,290.90460205078125
1695740022.3948677,921,291.6012268066406
1695740141.9188945,941,275.1725158691406
1695740262.303587,961,288.70782470703125
1695740383.1523008,981,273.8399963378906
1695740502.8995554,1001,269.7025451660156
1695740622.2720325,1021,263.29608154296875
1695740742.5439403,1041,262.7486267089844
1695740862.3712955,1061,283.6156005859375
1695740982.539456,1081,275.13543701171875
1695741103.4160414,1101,253.2047882080078
1695741223.791009,1121,269.8672180175781
1695741343.9092371,1141,232.57107543945312
1695741464.3254437,1161,252.85134887695312
1695741584.943589,1181,245.0234375
1695741705.3890536,1201,221.60186767578125
1695741825.8905962,1221,233.05172729492188
1695741945.7679293,1241,240.33592224121094
1695742065.7912643,1261,240.57252502441406
1695742185.2093177,1281,242.71243286132812
1695742305.792535,1301,235.9874725341797
1695742426.0793803,1321,261.2845153808594
1695742546.2652593,1341,234.34576416015625
1695742666.0082421,1361,221.6619110107422
1695742786.6426144,1381,225.66351318359375
1695742907.760461,1401,231.9630584716797
1695743028.0710742,1421,227.05825805664062
1695743148.9570024,1441,214.0226287841797
1695743269.865102,1461,224.3009490966797
1695743389.973633,1481,226.46377563476562
1695743510.3697386,1501,234.20895385742188
1695743629.6752906,1521,234.36935424804688
1695743750.1057587,1541,202.22943115234375
1695743870.5314617,1561,214.80638122558594
1695743991.8885002,1581,210.0
1695744112.755352,1601,216.12156677246094
1695744233.3018866,1621,211.05642700195312
1695744353.863513,1641,226.99282836914062
1695744474.736563,1661,240.76649475097656
1695744595.071013,1681,224.5833282470703
1695744715.0683503,1701,243.9479217529297
1695744834.4450774,1721,219.57142639160156
1695744954.9026184,1741,223.1865997314453
1695745075.8999183,1761,233.67813110351562
1695745196.0418456,1781,213.23341369628906
1695745316.517517,1801,205.87965393066406
1695745436.7128475,1821,195.94947814941406
1695745557.2310822,1841,209.57717895507812
1695745677.2428317,1861,229.37408447265625
1695745797.599026,1881,212.8792724609375
1695745919.0833948,1901,218.75869750976562
1695746039.8391566,1921,201.65524291992188
1695746160.5449421,1941,202.43722534179688
1695746280.2655487,1961,194.1837158203125
1695746401.175947,1981,187.8179931640625
1695746521.5529575,2001,193.52609252929688
1695746642.595365,2021,204.27174377441406
1695746762.9229379,2041,193.18182373046875
1695746884.0515811,2061,180.59381103515625
1695747005.1970787,2081,189.8428497314453
1695747126.018223,2101,192.79055786132812
1695747246.2890646,2121,199.35684204101562
1695747366.8877547,2141,199.0918731689453
1695747487.1128595,2161,190.27459716796875
1695747607.8204246,2181,208.327392578125
1695747728.857651,2201,190.61428833007812
1695747849.5438485,2221,201.8660888671875
1695747971.076032,2241,187.4103546142578
1695748091.7633395,2261,209.5304718017578
1695748211.9876115,2281,198.56900024414062
1695748332.9191213,2301,203.742919921875
1695748453.4454465,2321,184.82107543945312
1695748573.7032933,2341,173.1073455810547
1695748694.6804764,2361,207.10353088378906
1695748816.2622387,2381,190.659912109375
1695748937.2048266,2401,216.3387451171875
1695749058.330623,2421,186.6019744873047
1695749178.965038,2441,194.5504150390625
1695749300.2954931,2461,195.96875
1695749421.395404,2481,213.0068359375
1695749541.4350882,2501,211.6418914794922
1695749662.1164649,2521,174.51515197753906
1695749783.527074,2541,178.73472595214844
1695749905.1488376,2561,208.3098907470703
1695750026.6461604,2581,205.85964965820312
1695750147.2144365,2601,195.059326171875
1695750267.7069,2621,200.2174835205078
1695750389.2130945,2641,187.2625274658203
1695750510.3603854,2661,176.0757598876953
1695750632.2861075,2681,178.39503479003906
1695750752.8279524,2701,173.04331970214844
1695750873.835114,2721,198.92811584472656
1695750993.7893984,2741,198.20425415039062
1695751114.6812072,2761,190.5092010498047
1695751235.2212527,2781,193.3855743408203
1695751355.908664,2801,185.46881103515625
1695751476.4125059,2821,200.01284790039062
1695751597.3090782,2841,183.40704345703125
1695751717.9564745,2861,181.00782775878906
1695751838.010272,2881,187.87677001953125
1695751959.462308,2901,181.68359375
1695752080.3783624,2921,195.68333435058594
1695752201.762892,2941,196.22129821777344
1695752322.5836854,2961,187.0741424560547
1695752443.816308,2981,184.7154083251953
1695752565.0750709,3001,176.49221801757812
1695752686.3525941,3021,169.16575622558594
1695752806.4541087,3041,200.70474243164062
1695752927.0506616,3061,213.34762573242188
1695753048.2081807,3081,193.93594360351562
1695753169.4519696,3101,176.15618896484375
1695753290.3400347,3121,153.70860290527344
1695753411.5952218,3141,167.8357391357422
1695753532.1141095,3161,169.23497009277344
1695753653.7324643,3181,169.5451202392578
1695753774.640062,3201,185.2003936767578
1695753895.3637524,3221,168.22341918945312
1695754016.1994095,3241,192.1762237548828
1695754137.1695886,3261,163.8141632080078
1695754257.79552,3281,193.85269165039062
1695754378.8951628,3301,172.6414031982422
1695754500.5278478,3321,145.38436889648438
1695754621.6796572,3341,149.6276397705078
1695754742.2670074,3361,187.40643310546875
1695754862.9895709,3381,202.83871459960938
1695754984.2822435,3401,173.34507751464844
1695755105.4837923,3421,148.67628479003906
1695755226.6310897,3441,170.04917907714844
1695755347.924482,3461,171.3450164794922
1695755469.006864,3481,164.220458984375
1695755591.1819818,3501,147.39178466796875
1695755712.2085214,3521,154.8592987060547
1695755833.757056,3541,142.2672882080078
1695755953.914158,3561,170.56353759765625
1695756075.3559005,3581,152.7114715576172
