Wall time,Step,Value
1696936609.2392354,1,300.0
1696936705.9887922,21,300.0
1696936802.5601447,41,300.0
1696936899.1070638,61,300.0
1696936996.279902,81,300.0
1696937092.712241,101,300.0
1696937189.1198018,121,300.0
1696937285.261874,141,300.0
1696937382.1060088,161,300.0
1696937478.6544628,181,300.0
1696937575.4799619,201,300.0
1696937672.3412783,221,300.0
1696937769.6457913,241,300.0
1696937866.285768,261,300.0
1696937962.8171625,281,300.0
1696938059.2033067,301,300.0
1696938155.5461524,321,300.0
1696938252.1650722,341,300.0
1696938348.6542017,361,300.0
1696938444.9691405,381,300.0
1696938541.988909,401,300.0
1696938638.5237303,421,300.0
1696938735.7731333,441,300.0
1696938832.5572703,461,299.8666687011719
1696938929.6111014,481,300.0
1696939026.9738355,501,300.0
1696939123.2722044,521,300.0
1696939219.7400746,541,300.0
1696939316.9779737,561,300.0
1696939413.528253,581,300.0
1696939510.0265088,601,300.0
1696939607.1101394,621,299.7409362792969
1696939703.6909032,641,299.9895324707031
1696939800.6351373,661,300.0
1696939897.7778306,681,299.4871826171875
1696939994.58773,701,300.0
1696940091.6467774,721,299.8871765136719
1696940188.6912038,741,299.376953125
1696940285.6381893,761,299.70257568359375
1696940382.6499946,781,298.8854064941406
1696940479.9759138,801,300.0
1696940577.352184,821,299.4666748046875
1696940674.1601021,841,300.0
1696940771.462993,861,299.28350830078125
1696940868.645758,881,299.3177185058594
1696940965.6055503,901,300.0
1696941063.0166752,921,298.8418273925781
1696941159.859924,941,300.0
1696941256.4867601,961,298.9895935058594
1696941353.8127112,981,298.5743713378906
1696941450.2727997,1001,299.54974365234375
1696941546.932311,1021,298.13470458984375
1696941644.1262167,1041,298.75128173828125
1696941741.159757,1061,297.5948791503906
1696941838.5777285,1081,298.5492248535156
1696941935.7413294,1101,298.2010192871094
1696942033.5785906,1121,299.5979309082031
1696942130.9032116,1141,299.3385314941406
1696942227.9496934,1161,298.7474365234375
1696942325.2743568,1181,298.36083984375
1696942422.3483193,1201,298.34197998046875
1696942519.473232,1221,299.01031494140625
1696942616.8639712,1241,298.74871826171875
1696942714.2254102,1261,299.3678894042969
1696942811.565787,1281,298.92266845703125
1696942909.2242005,1301,299.18133544921875
1696943007.0220385,1321,299.26531982421875
1696943104.3886836,1341,299.25
1696943201.9058428,1361,297.0816345214844
1696943298.8425128,1381,298.0876159667969
1696943395.9239678,1401,299.2774963378906
1696943493.173222,1421,298.76922607421875
1696943590.4164383,1441,298.9792785644531
1696943687.7921515,1461,296.5561218261719
1696943785.2048635,1481,298.1288757324219
1696943882.6557443,1501,299.6205139160156
1696943980.0674713,1521,298.07733154296875
1696944077.3295898,1541,298.2577209472656
1696944174.6157138,1561,298.8963623046875
1696944271.4877381,1581,298.4041442871094
1696944368.4717402,1601,300.0
1696944465.818535,1621,297.8912048339844
1696944562.9807518,1641,298.860107421875
1696944659.927453,1661,298.70770263671875
1696944756.912942,1681,296.9170837402344
1696944854.173739,1701,298.3471374511719
1696944951.212501,1721,298.487060546875
1696945048.431509,1741,298.6769104003906
1696945145.814192,1761,298.4427185058594
1696945243.2948973,1781,298.64947509765625
1696945340.437787,1801,298.7409362792969
1696945437.5942209,1821,299.70465087890625
1696945534.8400085,1841,299.2550964355469
1696945632.4096203,1861,298.79058837890625
1696945729.5467267,1881,298.8359069824219
1696945827.4557078,1901,299.3678894042969
1696945924.9432015,1921,293.4150085449219
1696946022.8704693,1941,298.62371826171875
1696946120.6098177,1961,293.242431640625
1696946218.483644,1981,298.6134033203125
1696946315.616323,2001,297.6410217285156
1696946412.933215,2021,298.3854064941406
1696946510.2423875,2041,289.7711486816406
1696946607.5857651,2061,290.6243591308594
1696946704.7333925,2081,291.242431640625
1696946801.6328714,2101,296.4690856933594
1696946898.6344943,2121,296.71875
1696946995.9965382,2141,290.8693542480469
1696947093.2115338,2161,295.9690856933594
1696947190.6395874,2181,294.21319580078125
1696947288.0554094,2201,287.941162109375
1696947385.7580895,2221,290.0854187011719
1696947483.0905535,2241,294.7295837402344
1696947580.7385044,2261,293.8214416503906
1696947678.0502625,2281,283.3842468261719
1696947775.3913035,2301,290.94500732421875
1696947872.9660623,2321,279.8780517578125
1696947970.6347575,2341,283.31707763671875
1696948067.7811353,2361,277.8502502441406
1696948165.348993,2381,292.4949645996094
1696948262.1220543,2401,285.72906494140625
1696948359.7541273,2421,282.6097412109375
1696948457.189051,2441,284.5517272949219
1696948554.2155867,2461,277.5721130371094
1696948651.9897912,2481,271.0373840332031
1696948748.8822758,2501,284.4795837402344
1696948846.7779882,2521,270.5873718261719
1696948944.2316692,2541,265.7568664550781
1696949041.5732667,2561,247.27659606933594
1696949139.2905493,2581,256.96875
1696949236.2834506,2601,273.1611328125
1696949333.2952716,2621,249.55157470703125
1696949430.4161901,2641,260.12274169921875
1696949527.7738664,2661,264.2374572753906
1696949625.3466187,2681,273.9047546386719
1696949723.0949109,2701,290.2574157714844
1696949820.664109,2721,251.76315307617188
1696949917.8614511,2741,233.20242309570312
1696950014.7774804,2761,287.49505615234375
1696950112.2881548,2781,259.0986633300781
1696950209.6819751,2801,270.4883728027344
1696950307.1667538,2821,250.21490478515625
1696950404.6864624,2841,258.58294677734375
1696950501.8929484,2861,270.4093017578125
1696950599.542811,2881,268.6111145019531
1696950696.6191587,2901,276.8038330078125
1696950794.4820716,2921,234.9593505859375
1696950891.9205563,2941,239.97084045410156
1696950989.8277538,2961,257.42034912109375
1696951087.1952796,2981,241.57740783691406
1696951184.6278627,3001,235.256103515625
1696951282.4303513,3021,210.32363891601562
1696951379.9407632,3041,212.42434692382812
1696951477.3535216,3061,211.5387420654297
1696951575.586599,3081,201.82168579101562
1696951673.6496897,3101,205.87188720703125
1696951771.4169943,3121,233.36032104492188
1696951869.418879,3141,204.53334045410156
1696951967.0024564,3161,213.1858673095703
1696952064.494877,3181,199.38754272460938
1696952162.485021,3201,193.22332763671875
1696952260.3145826,3221,220.5915985107422
1696952358.2195992,3241,203.62020874023438
1696952455.6673636,3261,191.90969848632812
1696952553.115266,3281,177.93807983398438
1696952650.674948,3301,191.9630889892578
1696952748.0587876,3321,184.45191955566406
1696952846.2676127,3341,199.50347900390625
1696952943.66518,3361,221.70228576660156
1696953041.250214,3381,177.12962341308594
1696953138.6083097,3401,213.65074157714844
1696953236.34986,3421,164.5959930419922
1696953333.916783,3441,170.48367309570312
1696953432.5057235,3461,176.53538513183594
1696953530.2506835,3481,161.65818786621094
